date,municipality,metric,cases
2020-10-13,Pound Ridge,new,1
2020-10-13,Rye Brook,total,219
2020-10-13,Rye Brook,active,13
2020-10-13,Rye Brook,new,7
2020-10-13,Rye City,total,245
2020-10-13,Rye City,active,9
2020-10-13,Rye City,new,5
2020-10-13,Scarsdale,total,400
2020-10-13,Scarsdale,active,8
2020-10-13,Scarsdale,new,3
2020-10-13,Sleepy Hollow,total,489
2020-10-13,Sleepy Hollow,active,16
2020-10-13,Sleepy Hollow,new,4
2020-10-13,Somers,total,470
2020-10-13,Somers,active,15
2020-10-13,Somers,new,4
2020-10-13,Tarrytown,total,336
2020-10-13,Tarrytown,active,410
2020-10-13,Tarrytown,new,5
2020-10-13,Tuckahoe,total,152
2020-10-13,Tuckahoe,active,4
2020-10-13,Tuckahoe,new,1
2020-10-13,White Plains,total,2019
2020-10-13,White Plains,active,32
2020-10-13,White Plains,new,1
2020-10-13,Yonkers,total,8086
2020-10-13,Yonkers,active,124
2020-10-13,Yonkers,new,48
2020-10-13,Yorktown,total,852
2020-10-13,Yorktown,active,32
2020-10-13,Yorktown,new,10
2020-10-13,Totals,total,31683
2020-10-13,Totals,active,732
2020-10-13,Totals,new,275
2020-10-14,Ardsley,total,114
2020-10-14,Ardsley,active,8
2020-10-14,Ardsley,new,0
2020-10-14,Bedford,total,314
2020-10-14,Bedford,active,12
2020-10-14,Bedford,new,0
2020-10-14,Briarcliff Manor,total,133
2020-10-14,Briarcliff Manor,active,4
2020-10-14,Briarcliff Manor,new,0
2020-10-14,Bronxville,total,98
2020-10-14,Bronxville,active,2
2020-10-14,Bronxville,new,0
2020-10-14,Buchanan,total,49
2020-10-14,Buchanan,active,3
2020-10-14,Buchanan,new,0
2020-10-14,Cortlandt,total,1026
2020-10-14,Cortlandt,active,33
2020-10-14,Cortlandt,new,2
2020-10-14,Croton-on-Hudson,total,219
2020-10-14,Croton-on-Hudson,active,1
2020-10-14,Croton-on-Hudson,new,0
2020-10-14,Dobbs Ferry,total,359
2020-10-14,Dobbs Ferry,active,9
2020-10-14,Dobbs Ferry,new,0
2020-10-14,Eastchester,total,485
2020-10-14,Eastchester,active,5
2020-10-14,Eastchester,new,1
2020-10-14,Elmsford,total,220
2020-10-14,Elmsford,active,2
2020-10-14,Elmsford,new,0
2020-10-14,Greenburgh,total,1323
2020-10-14,Greenburgh,active,23
2020-10-14,Greenburgh,new,3
2020-10-14,Harrison,total,487
2020-10-14,Harrison,active,12
2020-10-14,Harrison,new,0
2020-10-14,Hastings-on-Hudson,total,155
2020-10-14,Hastings-on-Hudson,active,7
2020-10-14,Hastings-on-Hudson,new,0
2020-10-14,Irvington,total,101
2020-10-14,Irvington,active,7
2020-10-14,Irvington,new,1
2020-10-14,Larchmont,total,90
2020-10-14,Larchmont,active,5
2020-10-14,Larchmont,new,0
2020-10-14,Lewisboro,total,143
2020-10-14,Lewisboro,active,4
2020-10-14,Lewisboro,new,0
2020-10-14,Mamaroneck Town,total,194
2020-10-14,Mamaroneck Town,active,3
2020-10-14,Mamaroneck Town,new,1
2020-10-14,Mamaroneck Village,total,516
2020-10-14,Mamaroneck Village,active,12
2020-10-14,Mamaroneck Village,new,1
2020-10-14,Mount Kisco,total,319
2020-10-14,Mount Kisco,active,NA
2020-10-14,Mount Kisco,new,1
2020-10-14,Mount Pleasant,total,675
2020-10-14,Mount Pleasant,active,27
2020-10-14,Mount Pleasant,new,0
2020-10-14,Mount Vernon,total,2943
2020-10-14,Mount Vernon,active,43
2020-10-14,Mount Vernon,new,2
2020-10-14,New Castle,total,259
2020-10-14,New Castle,active,7
2020-10-14,New Castle,new,0
2020-10-14,New Rochelle,total,3454
2020-10-14,New Rochelle,active,116
2020-10-14,New Rochelle,new,12
2020-10-14,North Castle,total,247
2020-10-14,North Castle,active,5
2020-10-14,North Castle,new,0
2020-10-14,North Salem,total,185
2020-10-14,North Salem,active,21
2020-10-14,North Salem,new,1
2020-10-14,Ossining Town,total,175
2020-10-14,Ossining Town,active,1
2020-10-14,Ossining Town,new,0
2020-10-14,Ossining Village,total,1160
2020-10-14,Ossining Village,active,17
2020-10-14,Ossining Village,new,0
2020-10-14,Peekskill,total,1094
2020-10-14,Peekskill,active,20
2020-10-14,Peekskill,new,2
2020-10-14,Pelham,total,185
2020-10-14,Pelham,active,6
2020-10-14,Pelham,new,0
2020-10-14,Pelham Manor,total,133
2020-10-14,Pelham Manor,active,4
2020-10-14,Pelham Manor,new,0
2020-10-14,Pleasantville,total,167
2020-10-14,Pleasantville,active,15
2020-10-14,Pleasantville,new,1
2020-10-14,Port Chester,total,1385
2020-10-14,Port Chester,active,30
2020-10-14,Port Chester,new,3
2020-10-14,Pound Ridge,total,40
2020-10-14,Pound Ridge,active,5
2020-10-14,Pound Ridge,new,1
2020-10-14,Rye Brook,total,219
2020-10-14,Rye Brook,active,12
2020-10-14,Rye Brook,new,0
2020-10-14,Rye City,total,247
2020-10-14,Rye City,active,11
2020-10-14,Rye City,new,2
2020-10-14,Scarsdale,total,400
2020-10-14,Scarsdale,active,8
2020-10-14,Scarsdale,new,0
2020-10-14,Sleepy Hollow,total,491
2020-10-14,Sleepy Hollow,active,16
2020-10-14,Sleepy Hollow,new,2
2020-10-14,Somers,total,470
2020-10-14,Somers,active,14
2020-10-14,Somers,new,0
2020-10-14,Tarrytown,total,336
2020-10-14,Tarrytown,active,9
2020-10-14,Tarrytown,new,0
2020-10-14,Tuckahoe,total,152
2020-10-14,Tuckahoe,active,4
2020-10-14,Tuckahoe,new,0
2020-10-14,White Plains,total,2020
2020-10-14,White Plains,active,30
2020-10-14,White Plains,new,1
2020-10-14,Yonkers,total,8094
2020-10-14,Yonkers,active,123
2020-10-14,Yonkers,new,8
2020-10-14,Yorktown,total,855
2020-10-14,Yorktown,active,31
2020-10-14,Yorktown,new,3
2020-10-14,Totals,total,31731
2020-10-14,Totals,active,734
2020-10-14,Totals,new,48
2020-10-15,Ardsley,total,114
2020-10-15,Ardsley,active,6
2020-10-15,Ardsley,new,0
2020-10-15,Bedford,total,314
2020-10-15,Bedford,active,11
2020-10-15,Bedford,new,0
2020-10-15,Briarcliff Manor,total,133
2020-10-15,Briarcliff Manor,active,4
2020-10-15,Briarcliff Manor,new,0
2020-10-15,Bronxville,total,98
2020-10-15,Bronxville,active,2
2020-10-15,Bronxville,new,0
2020-10-15,Buchanan,total,49
2020-10-15,Buchanan,active,2
2020-10-15,Buchanan,new,0
2020-10-15,Cortlandt,total,1028
2020-10-15,Cortlandt,active,35
2020-10-15,Cortlandt,new,2
2020-10-15,Croton-on-Hudson,total,219
2020-10-15,Croton-on-Hudson,active,4
2020-10-15,Croton-on-Hudson,new,0
2020-10-15,Dobbs Ferry,total,359
2020-10-15,Dobbs Ferry,active,9
2020-10-15,Dobbs Ferry,new,0
2020-10-15,Eastchester,total,485
2020-10-15,Eastchester,active,5
2020-10-15,Eastchester,new,0
2020-10-15,Elmsford,total,221
2020-10-15,Elmsford,active,2
2020-10-15,Elmsford,new,1
2020-10-15,Greenburgh,total,1326
2020-10-15,Greenburgh,active,26
2020-10-15,Greenburgh,new,3
2020-10-15,Harrison,total,488
2020-10-15,Harrison,active,11
2020-10-15,Harrison,new,4
2020-10-15,Hastings-on-Hudson,total,155
2020-10-15,Hastings-on-Hudson,active,7
2020-10-15,Hastings-on-Hudson,new,0
2020-10-15,Irvington,total,101
2020-10-15,Irvington,active,6
2020-10-15,Irvington,new,0
2020-10-15,Larchmont,total,90
2020-10-15,Larchmont,active,5
2020-10-15,Larchmont,new,0
2020-10-15,Lewisboro,total,143
2020-10-15,Lewisboro,active,4
2020-10-15,Lewisboro,new,0
2020-10-15,Mamaroneck Town,total,194
2020-10-15,Mamaroneck Town,active,3
2020-10-15,Mamaroneck Town,new,0
2020-10-15,Mamaroneck Village,total,518
2020-10-15,Mamaroneck Village,active,14
2020-10-15,Mamaroneck Village,new,2
2020-10-15,Mount Kisco,total,320
2020-10-15,Mount Kisco,active,8
2020-10-15,Mount Kisco,new,4
2020-10-15,Mount Pleasant,total,678
2020-10-15,Mount Pleasant,active,28
2020-10-15,Mount Pleasant,new,3
2020-10-15,Mount Vernon,total,2948
2020-10-15,Mount Vernon,active,45
2020-10-15,Mount Vernon,new,5
2020-10-15,New Castle,total,259
2020-10-15,New Castle,active,6
2020-10-15,New Castle,new,0
2020-10-15,New Rochelle,total,3508
2020-10-15,New Rochelle,active,164
2020-10-15,New Rochelle,new,54
2020-10-15,North Castle,total,247
2020-10-15,North Castle,active,5
2020-10-15,North Castle,new,0
2020-10-15,North Salem,total,185
2020-10-15,North Salem,active,21
2020-10-15,North Salem,new,0
2020-10-15,Ossining Town,total,175
2020-10-15,Ossining Town,active,1
2020-10-15,Ossining Town,new,0
2020-10-15,Ossining Village,total,1164
2020-10-15,Ossining Village,active,19
2020-10-15,Ossining Village,new,4
2020-10-15,Peekskill,total,1097
2020-10-15,Peekskill,active,22
2020-10-15,Peekskill,new,3
2020-10-15,Pelham,total,186
2020-10-15,Pelham,active,6
2020-10-15,Pelham,new,4
2020-10-15,Pelham Manor,total,133
2020-10-15,Pelham Manor,active,4
2020-10-15,Pelham Manor,new,0
2020-10-15,Pleasantville,total,167
2020-10-15,Pleasantville,active,15
2020-10-15,Pleasantville,new,0
2020-10-15,Port Chester,total,1387
2020-10-15,Port Chester,active,28
2020-10-15,Port Chester,new,2
2020-10-15,Pound Ridge,total,40
2020-10-15,Pound Ridge,active,5
2020-10-15,Pound Ridge,new,0
2020-10-15,Rye Brook,total,220
2020-10-15,Rye Brook,active,13
2020-10-15,Rye Brook,new,4
2020-10-15,Rye City,total,249
2020-10-15,Rye City,active,13
2020-10-15,Rye City,new,2
2020-10-15,Scarsdale,total,401
2020-10-15,Scarsdale,active,8
2020-10-15,Scarsdale,new,4
2020-10-15,Sleepy Hollow,total,495
2020-10-15,Sleepy Hollow,active,20
2020-10-15,Sleepy Hollow,new,4
2020-10-15,Somers,total,470
2020-10-15,Somers,active,14
2020-10-15,Somers,new,0
2020-10-15,Tarrytown,total,337
2020-10-15,Tarrytown,active,10
2020-10-15,Tarrytown,new,4
2020-10-15,Tuckahoe,total,152
2020-10-15,Tuckahoe,active,4
2020-10-15,Tuckahoe,new,0
2020-10-15,White Plains,total,2021
2020-10-15,White Plains,active,30
2020-10-15,White Plains,new,4
2020-10-15,Yonkers,total,8103
2020-10-15,Yonkers,active,124
2020-10-15,Yonkers,new,9
2020-10-15,Yorktown,total,857
2020-10-15,Yorktown,active,29
2020-10-15,Yorktown,new,2
2020-10-15,Totals,total,31834
2020-10-15,Totals,active,795
2020-10-15,Totals,new,103
2020-10-16,Ardsley,total,115
2020-10-16,Ardsley,active,7
2020-10-16,Ardsley,new,4
2020-10-16,Bedford,total,314
2020-10-16,Bedford,active,10
2020-10-16,Bedford,new,0
2020-10-16,Briarcliff Manor,total,133
2020-10-16,Briarcliff Manor,active,4
2020-10-16,Briarcliff Manor,new,0
2020-10-16,Bronxville,total,98
2020-10-16,Bronxville,active,2
2020-10-16,Bronxville,new,0
2020-10-16,Buchanan,total,49
2020-10-16,Buchanan,active,2
2020-10-16,Buchanan,new,0
2020-10-16,Cortlandt,total,1030
2020-10-16,Cortlandt,active,37
2020-10-16,Cortlandt,new,2
2020-10-16,Croton-on-Hudson,total,219
2020-10-16,Croton-on-Hudson,active,0
2020-10-16,Croton-on-Hudson,new,0
2020-10-16,Dobbs Ferry,total,359
2020-10-16,Dobbs Ferry,active,8
2020-10-16,Dobbs Ferry,new,0
2020-10-16,Eastchester,total,486
2020-10-16,Eastchester,active,6
2020-10-16,Eastchester,new,4
2020-10-16,Elmsford,total,221
2020-10-16,Elmsford,active,2
2020-10-16,Elmsford,new,0
2020-10-16,Greenburgh,total,1329
2020-10-16,Greenburgh,active,28
2020-10-16,Greenburgh,new,3
2020-10-16,Harrison,total,491
2020-10-16,Harrison,active,12
2020-10-16,Harrison,new,3
2020-10-16,Hastings-on-Hudson,total,155
2020-10-16,Hastings-on-Hudson,active,6
2020-10-16,Hastings-on-Hudson,new,0
2020-10-16,Irvington,total,102
2020-10-16,Irvington,active,7
2020-10-16,Irvington,new,1
2020-10-16,Larchmont,total,90
2020-10-16,Larchmont,active,5
2020-10-16,Larchmont,new,0
2020-10-16,Lewisboro,total,143
2020-10-16,Lewisboro,active,4
2020-10-16,Lewisboro,new,0
2020-10-16,Mamaroneck Town,total,194
2020-10-16,Mamaroneck Town,active,3
2020-10-16,Mamaroneck Town,new,0
2020-10-16,Mamaroneck Village,total,520
2020-10-16,Mamaroneck Village,active,16
2020-10-16,Mamaroneck Village,new,2
2020-10-16,Mount Kisco,total,321
2020-10-16,Mount Kisco,active,9
2020-10-16,Mount Kisco,new,4
2020-10-16,Mount Pleasant,total,679
2020-10-16,Mount Pleasant,active,29
2020-10-16,Mount Pleasant,new,4
2020-10-16,Mount Vernon,total,2952
2020-10-16,Mount Vernon,active,48
2020-10-16,Mount Vernon,new,4
2020-10-16,New Castle,total,259
2020-10-16,New Castle,active,6
2020-10-16,New Castle,new,0
2020-10-16,New Rochelle,total,3518
2020-10-16,New Rochelle,active,170
2020-10-16,New Rochelle,new,10
2020-10-16,North Castle,total,247
2020-10-16,North Castle,active,4
2020-10-16,North Castle,new,0
2020-10-16,North Salem,total,185
2020-10-16,North Salem,active,21
2020-10-16,North Salem,new,0
2020-10-16,Ossining Town,total,175
2020-10-16,Ossining Town,active,4
2020-10-16,Ossining Town,new,0
2020-10-16,Ossining Village,total,1168
2020-10-16,Ossining Village,active,21
2020-10-16,Ossining Village,new,4
2020-10-16,Peekskill,total,1098
2020-10-16,Peekskill,active,23
2020-10-16,Peekskill,new,4
2020-10-16,Pelham,total,186
2020-10-16,Pelham,active,6
2020-10-16,Pelham,new,0
2020-10-16,Pelham Manor,total,133
2020-10-16,Pelham Manor,active,4
2020-10-16,Pelham Manor,new,0
2020-10-16,Pleasantville,total,167
2020-10-16,Pleasantville,active,13
2020-10-16,Pleasantville,new,0
2020-10-16,Port Chester,total,1393
2020-10-16,Port Chester,active,34
2020-10-16,Port Chester,new,6
2020-10-16,Pound Ridge,total,41
2020-10-16,Pound Ridge,active,5
2020-10-16,Pound Ridge,new,4
2020-10-16,Rye Brook,total,220
2020-10-16,Rye Brook,active,13
2020-10-16,Rye Brook,new,0
2020-10-16,Rye City,total,252
2020-10-16,Rye City,active,16
2020-10-16,Rye City,new,3
2020-10-16,Scarsdale,total,401
2020-10-16,Scarsdale,active,8
2020-10-16,Scarsdale,new,0
2020-10-16,Sleepy Hollow,total,495
2020-10-16,Sleepy Hollow,active,20
2020-10-16,Sleepy Hollow,new,0
2020-10-16,Somers,total,471
2020-10-16,Somers,active,13
2020-10-16,Somers,new,1
2020-10-16,Tarrytown,total,338
2020-10-16,Tarrytown,active,11
2020-10-16,Tarrytown,new,4
2020-10-16,Tuckahoe,total,152
2020-10-16,Tuckahoe,active,4
2020-10-16,Tuckahoe,new,0
2020-10-16,White Plains,total,2022
2020-10-16,White Plains,active,30
2020-10-16,White Plains,new,4
2020-10-16,Yonkers,total,8115
2020-10-16,Yonkers,active,131
2020-10-16,Yonkers,new,12
2020-10-16,Yorktown,total,860
2020-10-16,Yorktown,active,32
2020-10-16,Yorktown,new,3
2020-10-16,Totals,total,31896
2020-10-16,Totals,active,831
2020-10-16,Totals,new,62
2020-10-19,Ardsley,total,115
2020-10-19,Ardsley,active,7
2020-10-19,Ardsley,new,0
2020-10-19,Bedford,total,320
2020-10-19,Bedford,active,2
2020-10-19,Bedford,new,6
2020-10-19,Briarcliff Manor,total,134
2020-10-19,Briarcliff Manor,active,4
2020-10-19,Briarcliff Manor,new,1
2020-10-19,Bronxville,total,98
2020-10-19,Bronxville,active,2
2020-10-19,Bronxville,new,NA
2020-10-19,Buchanan,total,49
2020-10-19,Buchanan,active,2
2020-10-19,Buchanan,new,NA
2020-10-19,Cortlandt,total,1033
2020-10-19,Cortlandt,active,29
2020-10-19,Cortlandt,new,3
2020-10-19,Croton-on-Hudson,total,220
2020-10-19,Croton-on-Hudson,active,1
2020-10-19,Croton-on-Hudson,new,1
2020-10-19,Dobbs Ferry,total,364
2020-10-19,Dobbs Ferry,active,8
2020-10-19,Dobbs Ferry,new,2
2020-10-19,Eastchester,total,NA
2020-10-19,Eastchester,active,NA
2020-10-19,Eastchester,new,NA
2020-10-19,Elmsford,total,222
2020-10-19,Elmsford,active,3
2020-10-19,Elmsford,new,1
2020-10-19,Greenburgh,total,1347
2020-10-19,Greenburgh,active,42
2020-10-19,Greenburgh,new,18
2020-10-19,Harrison,total,498
2020-10-19,Harrison,active,7
2020-10-19,Harrison,new,7
2020-10-19,Hastings-on-Hudson,total,156
2020-10-19,Hastings-on-Hudson,active,4
2020-10-19,Hastings-on-Hudson,new,1
2020-10-19,Irvington,total,103
2020-10-19,Irvington,active,7
2020-10-19,Irvington,new,1
2020-10-19,Larchmont,total,93
2020-10-19,Larchmont,active,8
2020-10-19,Larchmont,new,3
2020-10-19,Lewisboro,total,145
2020-10-19,Lewisboro,active,6
2020-10-19,Lewisboro,new,2
2020-10-19,Mamaroneck Town,total,197
2020-10-19,Mamaroneck Town,active,6
2020-10-19,Mamaroneck Town,new,3
2020-10-19,Mamaroneck Village,total,523
2020-10-19,Mamaroneck Village,active,7
2020-10-19,Mamaroneck Village,new,3
2020-10-19,Mount Kisco,total,323
2020-10-19,Mount Kisco,active,10
2020-10-19,Mount Kisco,new,2
2020-10-19,Mount Pleasant,total,681
2020-10-19,Mount Pleasant,active,29
2020-10-19,Mount Pleasant,new,2
2020-10-19,Mount Vernon,total,2965
2020-10-19,Mount Vernon,active,48
2020-10-19,Mount Vernon,new,13
2020-10-19,New Castle,total,264
2020-10-19,New Castle,active,8
2020-10-19,New Castle,new,2
2020-10-19,New Rochelle,total,3546
2020-10-19,New Rochelle,active,179
2020-10-19,New Rochelle,new,28
2020-10-19,North Castle,total,247
2020-10-19,North Castle,active,3
2020-10-19,North Castle,new,NA
2020-10-19,North Salem,total,196
2020-10-19,North Salem,active,9
2020-10-19,North Salem,new,1
2020-10-19,Ossining Town,total,175
2020-10-19,Ossining Town,active,NA
2020-10-19,Ossining Town,new,0
2020-10-19,Ossining Village,total,NA
2020-10-19,Ossining Village,active,NA
2020-10-19,Ossining Village,new,NA
2020-10-19,Peekskill,total,1102
2020-10-19,Peekskill,active,23
2020-10-19,Peekskill,new,4
2020-10-19,Pelham,total,186
2020-10-19,Pelham,active,6
2020-10-19,Pelham,new,NA
2020-10-19,Pelham Manor,total,137
2020-10-19,Pelham Manor,active,4
2020-10-19,Pelham Manor,new,4
2020-10-19,Pleasantville,total,167
2020-10-19,Pleasantville,active,9
2020-10-19,Pleasantville,new,NA
2020-10-19,Port Chester,total,1413
2020-10-19,Port Chester,active,47
2020-10-19,Port Chester,new,20
2020-10-19,Pound Ridge,total,41
2020-10-19,Pound Ridge,active,5
2020-10-19,Pound Ridge,new,0
2020-10-19,Rye Brook,total,223
2020-10-19,Rye Brook,active,2
2020-10-19,Rye Brook,new,3
2020-10-19,Rye City,total,262
2020-10-19,Rye City,active,23
2020-10-19,Rye City,new,10
2020-10-19,Scarsdale,total,402
2020-10-19,Scarsdale,active,6
2020-10-19,Scarsdale,new,1
2020-10-19,Sleepy Hollow,total,495
2020-10-19,Sleepy Hollow,active,2
2020-10-19,Sleepy Hollow,new,NA
2020-10-19,Somers,total,478
2020-10-19,Somers,active,4
2020-10-19,Somers,new,7
2020-10-19,Tarrytown,total,340
2020-10-19,Tarrytown,active,NA
2020-10-19,Tarrytown,new,2
2020-10-19,Tuckahoe,total,152
2020-10-19,Tuckahoe,active,3
2020-10-19,Tuckahoe,new,0
2020-10-19,White Plains,total,2031
2020-10-19,White Plains,active,30
2020-10-19,White Plains,new,9
2020-10-19,Yonkers,total,8156
2020-10-19,Yonkers,active,138
2020-10-19,Yonkers,new,NA
2020-10-19,Yorktown,total,869
2020-10-19,Yorktown,active,33
2020-10-19,Yorktown,new,9
2020-10-19,Totals,total,32110
2020-10-19,Totals,active,864
2020-10-19,Totals,new,214
2020-10-20,Ardsley,total,115
2020-10-20,Ardsley,active,7
2020-10-20,Ardsley,new,0
2020-10-20,Bedford,total,320
2020-10-20,Bedford,active,12
2020-10-20,Bedford,new,0
2020-10-20,Briarcliff Manor,total,135
2020-10-20,Briarcliff Manor,active,5
2020-10-20,Briarcliff Manor,new,1
2020-10-20,Bronxville,total,98
2020-10-20,Bronxville,active,4
2020-10-20,Bronxville,new,0
2020-10-20,Buchanan,total,49
2020-10-20,Buchanan,active,2
2020-10-20,Buchanan,new,0
2020-10-20,Cortlandt,total,1039
2020-10-20,Cortlandt,active,32
2020-10-20,Cortlandt,new,6
2020-10-20,Croton-on-Hudson,total,224
2020-10-20,Croton-on-Hudson,active,2
2020-10-20,Croton-on-Hudson,new,1
2020-10-20,Dobbs Ferry,total,361
2020-10-20,Dobbs Ferry,active,8
2020-10-20,Dobbs Ferry,new,0
2020-10-20,Eastchester,total,488
2020-10-20,Eastchester,active,6
2020-10-20,Eastchester,new,1
2020-10-20,Elmsford,total,222
2020-10-20,Elmsford,active,3
2020-10-20,Elmsford,new,0
2020-10-20,Greenburgh,total,1351
2020-10-20,Greenburgh,active,42
2020-10-20,Greenburgh,new,4
2020-10-20,Harrison,total,498
2020-10-20,Harrison,active,16
2020-10-20,Harrison,new,0
2020-10-20,Hastings-on-Hudson,total,156
2020-10-20,Hastings-on-Hudson,active,4
2020-10-20,Hastings-on-Hudson,new,0
2020-10-20,Irvington,total,103
2020-10-20,Irvington,active,5
2020-10-20,Irvington,new,0
2020-10-20,Larchmont,total,93
2020-10-20,Larchmont,active,8
2020-10-20,Larchmont,new,0
2020-10-20,Lewisboro,total,145
2020-10-20,Lewisboro,active,6
2020-10-20,Lewisboro,new,0
2020-10-20,Mamaroneck Town,total,200
2020-10-20,Mamaroneck Town,active,9
2020-10-20,Mamaroneck Town,new,3
2020-10-20,Mamaroneck Village,total,530
2020-10-20,Mamaroneck Village,active,24
2020-10-20,Mamaroneck Village,new,7
2020-10-20,Mount Kisco,total,324
2020-10-20,Mount Kisco,active,1
2020-10-20,Mount Kisco,new,1
2020-10-20,Mount Pleasant,total,682
2020-10-20,Mount Pleasant,active,19
2020-10-20,Mount Pleasant,new,4
2020-10-20,Mount Vernon,total,2970
2020-10-20,Mount Vernon,active,49
2020-10-20,Mount Vernon,new,5
2020-10-20,New Castle,total,263
2020-10-20,New Castle,active,9
2020-10-20,New Castle,new,2
2020-10-20,New Rochelle,total,3561
2020-10-20,New Rochelle,active,178
2020-10-20,New Rochelle,new,15
2020-10-20,North Castle,total,248
2020-10-20,North Castle,active,3
2020-10-20,North Castle,new,4
2020-10-20,North Salem,total,186
2020-10-20,North Salem,active,9
2020-10-20,North Salem,new,0
2020-10-20,Ossining Town,total,175
2020-10-20,Ossining Town,active,0
2020-10-20,Ossining Town,new,0
2020-10-20,Ossining Village,total,NA
2020-10-20,Ossining Village,active,NA
2020-10-20,Ossining Village,new,NA
2020-10-20,Peekskill,total,1105
2020-10-20,Peekskill,active,24
2020-10-20,Peekskill,new,3
2020-10-20,Pelham,total,186
2020-10-20,Pelham,active,5
2020-10-20,Pelham,new,0
2020-10-20,Pelham Manor,total,137
2020-10-20,Pelham Manor,active,4
2020-10-20,Pelham Manor,new,0
2020-10-20,Pleasantville,total,167
2020-10-20,Pleasantville,active,8
2020-10-20,Pleasantville,new,0
2020-10-20,Port Chester,total,1414
2020-10-20,Port Chester,active,45
2020-10-20,Port Chester,new,41
2020-10-20,Pound Ridge,total,42
2020-10-20,Pound Ridge,active,5
2020-10-20,Pound Ridge,new,1
2020-10-20,Rye Brook,total,223
2020-10-20,Rye Brook,active,12
2020-10-20,Rye Brook,new,0
2020-10-20,Rye City,total,270
2020-10-20,Rye City,active,30
2020-10-20,Rye City,new,8
2020-10-20,Scarsdale,total,403
2020-10-20,Scarsdale,active,7
2020-10-20,Scarsdale,new,1
2020-10-20,Sleepy Hollow,total,498
2020-10-20,Sleepy Hollow,active,13
2020-10-20,Sleepy Hollow,new,3
2020-10-20,Somers,total,478
2020-10-20,Somers,active,13
2020-10-20,Somers,new,0
2020-10-20,Tarrytown,total,340
2020-10-20,Tarrytown,active,10
2020-10-20,Tarrytown,new,0
2020-10-20,Tuckahoe,total,153
2020-10-20,Tuckahoe,active,2
2020-10-20,Tuckahoe,new,1
2020-10-20,White Plains,total,2039
2020-10-20,White Plains,active,37
2020-10-20,White Plains,new,8
2020-10-20,Yonkers,total,8194
2020-10-20,Yonkers,active,166
2020-10-20,Yonkers,new,38
2020-10-20,Yorktown,total,878
2020-10-20,Yorktown,active,39
2020-10-20,Yorktown,new,9
2020-10-20,Totals,total,32233
2020-10-20,Totals,active,908
2020-10-20,Totals,new,123
2020-10-21,Ardsley,total,116
2020-10-21,Ardsley,active,8
2020-10-21,Ardsley,new,1
2020-10-21,Bedford,total,321
2020-10-21,Bedford,active,13
2020-10-21,Bedford,new,1
2020-10-21,Briarcliff Manor,total,135
2020-10-21,Briarcliff Manor,active,4
2020-10-21,Briarcliff Manor,new,0
2020-10-21,Bronxville,total,98
2020-10-21,Bronxville,active,1
2020-10-21,Bronxville,new,NA
2020-10-21,Buchanan,total,49
2020-10-21,Buchanan,active,2
2020-10-21,Buchanan,new,NA
2020-10-21,Cortlandt,total,1041
2020-10-21,Cortlandt,active,NA
2020-10-21,Cortlandt,new,2
2020-10-21,Croton-on-Hudson,total,224
2020-10-21,Croton-on-Hudson,active,2
2020-10-21,Croton-on-Hudson,new,NA
2020-10-21,Dobbs Ferry,total,361
2020-10-21,Dobbs Ferry,active,7
2020-10-21,Dobbs Ferry,new,NA
2020-10-21,Eastchester,total,488
2020-10-21,Eastchester,active,6
2020-10-21,Eastchester,new,0
2020-10-21,Elmsford,total,222
2020-10-21,Elmsford,active,3
2020-10-21,Elmsford,new,NA
2020-10-21,Greenburgh,total,1354
2020-10-21,Greenburgh,active,44
2020-10-21,Greenburgh,new,3
2020-10-21,Harrison,total,500
2020-10-21,Harrison,active,7
2020-10-21,Harrison,new,2
2020-10-21,Hastings-on-Hudson,total,156
2020-10-21,Hastings-on-Hudson,active,4
2020-10-21,Hastings-on-Hudson,new,NA
2020-10-21,Irvington,total,103
2020-10-21,Irvington,active,3
2020-10-21,Irvington,new,0
2020-10-21,Larchmont,total,94
2020-10-21,Larchmont,active,7
2020-10-21,Larchmont,new,1
2020-10-21,Lewisboro,total,145
2020-10-21,Lewisboro,active,5
2020-10-21,Lewisboro,new,NA
2020-10-21,Mamaroneck Town,total,204
2020-10-21,Mamaroneck Town,active,10
2020-10-21,Mamaroneck Town,new,1
2020-10-21,Mamaroneck Village,total,534
2020-10-21,Mamaroneck Village,active,26
2020-10-21,Mamaroneck Village,new,4
2020-10-21,Mount Kisco,total,324
2020-10-21,Mount Kisco,active,NA
2020-10-21,Mount Kisco,new,NA
2020-10-21,Mount Pleasant,total,686
2020-10-21,Mount Pleasant,active,18
2020-10-21,Mount Pleasant,new,4
2020-10-21,Mount Vernon,total,2979
2020-10-21,Mount Vernon,active,87
2020-10-21,Mount Vernon,new,9
2020-10-21,New Castle,total,264
2020-10-21,New Castle,active,9
2020-10-21,New Castle,new,1
2020-10-21,New Rochelle,total,3571
2020-10-21,New Rochelle,active,183
2020-10-21,New Rochelle,new,10
2020-10-21,North Castle,total,249
2020-10-21,North Castle,active,3
2020-10-21,North Castle,new,1
2020-10-21,North Salem,total,187
2020-10-21,North Salem,active,5
2020-10-21,North Salem,new,1
2020-10-21,Ossining Town,total,175
2020-10-21,Ossining Town,active,NA
2020-10-21,Ossining Town,new,0
2020-10-21,Ossining Village,total,NA
2020-10-21,Ossining Village,active,NA
